Comments,Sentiment,Aspect
ሰዐቱ አነሰ እባካችው  አድርጉልን,Neutral,Service
ቤቤትዎ ይቆዩ የኢንተርኔት ፖኬጅ አያስመርጥም ለምን የድምፅ ብቻ ,Neutral,Service
ጥሩ  ግን እኔ  ስለማልጠቀም አንሱልኝ,Neutral,Price
ሰአት ይጨምርልን ቢያንስ እስከምሽት  ሰአት ይሁንልን  ሰአት ጭማሪ ቢደረግ መልካም ,Neutral,Price
ለስጦታው እናመሰግናለን ነገር ግን የአገልግሎት ጥራት በጣም አለባችሁ እባካችሁ ለማስተካከል ሞክሩ በተለይ የኢንተርኔት አገልግሎት ለማግኘት ከሌሊቱ  በፊት በፍፁም አይሰራም የድምፅም ሆነ የኢንተርኔት አገልግሎት ቤት ውስጥ አይሰራም እና ይሄን ማስተካከል ካልቻላችሁ ሌላ ተፎካካሪ የግል      ቴሌኮም አቅራቢ ድርጅት ጨምሩ,Neutral,Service
መልካም  የሶስት ቀን ያው ሶስት ቀን  የሚጠቅም ነገር ግን በድምፅም ሆነ በእንቴርኔት ላይ ታሪፍ ቅነሳ ይደረግ የሚል አስተያየት አለኝ,Neutral,Service
መጀመሪያ ከማሳወቃችሁ በፊት ሲስተሙ እንዲሰራ አድርጉ ባላችሁት ልክ እየሰራ አይደለም የለም,Neutral,Price
የተሻለ  አሁንም የቴሌኮም አገልግሎት በኢትዮጵያ ውድ ,Neutral,Price
ውድ የቴሌኮም ሠራተኞች እኛ ባለንበት ደቡብ ምዕራብ ስጦታውን ከድምፅ ውጪ የእንተርኔት ስጦታውን ሳንጠቀም  የዋል ችግሩን ቅረፉልን,Neutral,Service
ነፃ አገልግሎት በሚኖርበት ሰአት ሙሉ የኢትዮጲያ ህዝብ አገልግሎቱን በተመሳሳይ ሰዓት ስለሚጠቀም ኔትዋርከ እየተጨናነቀ ስለሆነ ስልክ ቁጥር እየከፋፈላችሁ ብታስጠቅሙን የተሻለ   ቤቶችን በሆነ ቀን እንዲጠቀሙ ማድረግ ሌሎቹንም እንደዛው,Neutral,Service
ይህ ጥሩ ተግባር ሆኖ ነገር ግን እኔ እንዴ እኔ ዕለታዊ ሳምንታዊ የምባለው k ብሰተካከልልን ብበዛ አሰር ደቅቃ እንካን ሳይሞላ አልቆ ከk ውጪ  ብራችንን አሞጦ የምጨርሰዉ አይቆይም ብሰካከልልን እላለሁ,Neutral,Service
ድምፅ ሰርቷል እናመሰግናለን ሜጋ ባይቷ ግን ሿሿ ነች ምንም አልተጠቀምኩበትም ስጦታ ምናምን እያላቹ አታወዛግቡን,Neutral,Service
የአገልግሎት መንገዱ ጥሩ  ለወደፊቱ በተደጋጋሚ የምንጠቀምበት አገልግሎት ዓይነት  ለብዙ ጊዜ የጠበቅ ዓይነትም  ነገር ግን ከሌሎች የፓኬጅ ዓይነቶች ጋር ያለመመጣጠን ሁኔታ አለ ተለዋዋጭ  ስለሆነ ብቻ ግን ዋጋው ውድ መሆን የለበትም እንደምታስተካክሉት ተስፋ አደርጋለሁ,Neutral,Service
ሃሳባቹ ጥሩ ነበር ግን በገንዘብ ስናሰላው አዋጭ አይደለም,Neutral,Service
በጣም ውድ  ጥቅሉ እንደ ሁኔታው የሚለዋወጥ መሆኑ ወጪው ይህን ያህል ከፍ እንዲል ሊያደርግ አይገባም ለምሳሌ ያህል በሳምንት ውስጥ ከ ቢር ጋር ለ ደቂቃ መነጋገር እንችላለን ይሁን እንጂ     ለ ሰዓት ብቻ ሳይሆን እስከ  ደቂቃ ዝቅተኛ  ,Neutral,Service
ጥሩ  ግን እየተጠቀምን እንደድሮው ቀሪ ጥቅል ለማወቅ  እንደውልና ቀሪ ጥቅላችንን እናውቅ ነበር አሁን ግን ማወቅ አልቻልኩም,Neutral,Quality
ሰው በገዛ ሀገሩ ቋንቋ አንብቦ ሊረዳው የማይችል አደናጋሪ ማብራሪያ  የሰጣችሁት ይህ የሚያሳየው የአገልግሎቱ ፈጣሪዎችና አገልግሎቱን ተቀብላችሁ ለተጠቃሚ የምታደርሱት የኢትዮቴሌኮም ሰራተኞች በቋንቋ አትግባቡም ማለት ,Neutral,Price
ሁሉ የኢትዮጵያ ህዝብ ምሁር ነዋ የሚመስለችሁ ደግሞም አገልግሎቱ ሁሉን የማህበረሰብ ክፍል አያመክልም ,Neutral,Service
ያቀረባችሁት አማራጭ ጥሩ  ነገር ግን ታሪፉ ውድ  ማስተካከያ ቢደረግበት ደስ ይለኛል,Neutral,Price
ሁሉንም ያጠቃለለ ፍሌክሲ ፓኬጅ ማዘጋጀታችሁ በጣም አሪፍ  ከሌሎቹ በተሻለ አሪፍ አማራጭ  ግን እስካሁን ልትፈቱት ያልቻላችሁት ችግራችሁ በፓኬጅ እየተጠቀምን ያለፍቃዳችን ከቀሪ ሂሳብ የምትቆርጡት ነገር መፍትሄ ልታበጁለት ይገባል,Neutral,Service
ሁሉንም መጠቀም መቻል ጥሩ  ወደፊትም በመደበኛው የጥቅል አገልግሎት ቢያካትት ለቴሌ ለተጠቃሚዎች ጥሩ  ግን ስጦታዎች አያጓጉም ከመደበኛ ጥቅል ታሪፍ ዝቅተኛ አይደለም ለማስታወቂያ አጓጊ ቢሆን ፍላጎታችንን ይጨምራል አመሰግናለሁ ,Neutral,Quality
ሌላው ነገር ደግሞ ገዝተን ተጠቅመን የጨረስን ፓኬጅ  ሁኗልና ሌላ ፓኬጅ ገዝተው ይጠቀሙ እያላችሁ በቴክስት ምታጨናንቁን ለምንድ ,Neutral,Price
ካላጣችሁት ሀገረኛ ቋንቋ ይህን ምን አስጠቀማችሁ የኢትዮጵያ ተቋም እኮናችሁ መሰለኝ ካልተሳሳትኩኝ ቃሉ ራሱ ግራ የሚያጋባ ነዉ  አስቡቡበት በኢትዮጲያዊነታችን እናዉራ ኢትዮጲያዊ ቃልም ብትጠቀሙ አይሻልም ,Neutral,Service
 እገዛለው ብየ አስበ  አውርጀ ነበረ ግን  ተከትለ  አስገብቼ አጣው ብላ አስቸገረኝ እባካችሁ አስተካክልኝ እናመሰግናለን,Neutral,Price
ለምትሰጡት አገልግሎት እባካችሁ ክፍያው የህብረተሰቡን የመግዛት አቅም ያማከለ ይሁን,Neutral,Price
እባካችሁ ስለ ገቢያችሁ ብቻ ሳይሆን ስለ ሠራተኞቻችሁም አስቡ ለእርስዎ እየቀዘቀዘ እና እየዘረፉ    ለራሳችን ብቻ ባናስብ በሰራተኞቻችን ቆመን እነሱን መጉዳት ይብቃን ተነቃቅተናል,Neutral,Price
ጥሩ አማረጭ ግን ቶሎ  በየደርግ  በ ቅነሽ አምጡልን ,Neutral,Service
ከ  ወደ  ለማስቀየር በአካል መቅረብ አለበት የሚባለው ነገር ሌላ አማራጭ ቢኖረው,Neutral,Service
ከዚህ በፊት አስተያየት ሰጥተን አልተመለሰም እንዳቅም ባለ  ብርም ይኑር ብለን እኔስተካክላለን ብላችሁ ምን እንደደረሰ ብቻ ንገሩን አመሰግናለሁ ,Neutral,Service
ከእርስዎ መስማት ደስ ይላል ግን ችግሩ የእኔ ሲምካርድ ምንም አንቀሳቃሽ ኢንተርኔት የሌለው እኔ እንቅስቃሴዎች ለእኔ ከሆነ በጣም አደንቃቸዋለሁ,Neutral,Price
የአካባቢ ችግር እንጂ ይህ እኮ የኔ የግል ችግር ብቻ አይደለም  ቦታው ላይ ተገኝታቹ ችግሩን ፍቱ,Neutral,Service
በማሕበረሰብ ኣታሳብቡ ይልቁንስ ሴቶችን የሚያከብር መንግስት ገንቡ,Neutral,Service
እባክዎ ገደብ በሌለው ኢንተርኔት ላይ ያተኩሩ ምርጥ ስልክ አለን በግሌ ቅድመ ክፍያ እና ገደብ የለሽ እፈልጋለሁ ,Neutral,Service
አረ እባካችሁን ቴሌዎች በናንተ ስም እየተነገደ ,Neutral,Service
ችግሩ እኮ ኔቱ  ፍጥነት የለው ቅናሽ አደረጋችሁም አላደረጋችሁም ልዩነት የለውም የኔቱን ፍጥነት ጨምሩ,Neutral,Service
በቤትዎ ይቆዩ ጥቅል እንዲቀጥል እንፈልጋለን የቴሌኮም ዘርፍ አንፃራዊ የዋጋ መሻሻል የታየበት ይህ ጥቅል ብቻ  ስለዚህ እንዲቀጥል እንፈልጋለን,Neutral,Price
በኢትዮ ቴሌኮሞ ብቻ  ሁሉም ነገር በብር የሚሰራው ምንም አይነት ከእናንተ ጋር የሚንገኛት መንገድ አልከፈታቹም ለምሳሌ  የእናንተን ዌብሳይት ለህዝቡ ክፍት ብታደርጉ እና ሰው መረጃ በነፃ እየገባ  እንድያረግ ብትችሉ ሰው ወይም  ለመግባት እና         ለመጠቀም ገንዘብ ልያንሰው ይችላል እና አመሰግናለሁ,Neutral,Price
 በዚህ መልኩ የሚያጭበረብሩ ተበራክተዋልና ለደንበኞች ግንዛቤ የሚሰጥ ነገር ቢሰራ,Neutral,Service
ሁሉም ተመሳሳይ ናቸው አቅምን ታሳቢ ያደረገ አዲስ ጥቅል ቢገባ ,Neutral,Price
ለሶሻል ሚዲያ ተጠቃሚው ቁጥር መጨመር የእናተ አሰተዋፅኦ ነወ በተለይ የጥቅል አገልግሎቱን ዋጋ ብትቀንሱ በጣም ይጨምራል,Neutral,Service
ጓደኞችን ለመጋበዝ በየተራ  የሚፈቅደውና ትንሽ አሰልቺ ይሆናል ስለዚህ በባች ለማድረግ ብታመቻቹትአመሰግናለሁ,Neutral,Price
 የእንተርነት ወጋ በኢትዮጵያ በጣም ውድ  ቴሌ ይህን ልያስብበት ይገበል እንተርነት የሁሉም ዜጋ ተደረሽ እንድሆን ተርፉን መቀናስ አለበት የእንተርነት እና የድምጽ ጥቅል ለይ ና በሌሎችም ማሸሽያ ያደርገል ብሌን እንጣብቀለን ምክንያቱም በጣም ውድ  ሁሉን ያማከለ አይደለም,Neutral,Service
ጥሩ  በርቱ አሁንም ግን ከሌሎች ሀገር ጋር ሲነፃፀር ዋጋው ወደድ ይላል ስለዚህ ዋጋውን ቀነስ ኔትወርኩን ጨመር አድርጉት,Neutral,Service
ጥሩ አገልግሎት እና በተጨማሪም በትዕግሥት እጠብቃለሁ  ሳምንታዊ የኢንተርኔት ጥቅል ,Neutral,Service
እባካችሁ ጥራት ያለው አገልግሎት ለመስጠት ጣሩ,Neutral,Price
ጥሩ ግን በሳምንት አንዴም ቢሆን ዓየር ሰዓት ይጠፋብናልይቺን ነገር በጥልቀት ብትመረምሩ,Neutral,Service
እኛ ካርዱ አይደለም የጨነቀን  የሚቆጥረው ተመጣጣኝ አይደለም ከኑራችን ጋር ቢያንስ ብታሻሽሉትበ  ምትሸጡትን    ብታረጉ ብዙ ተጠቃሚ ይኖራል ሁሉን ያማከለ ,Neutral,Quality
የ  ስንጠቃም በጣም እየቆጠረብን ስለሆነ መፍትሄ ቢትፈልጉ ጥሩ ይመስለኛል ሌላው በ  ካልሆነ ባስተቀር በሞባይል ዳታ አንዳንድ ጠቃሚ ቪዲዮዎችን መጠቀምና አፕሊኬሽኖችን ማውረድ በጣም አልተቻለምየዋይፋይ አክሰስ ለሌለበት የገጠር አከባቢ ቢታዝኑና ቢተስቡበት እላለሁየተሰጡ አሰተያዬቶችን ተቀብለናል ብቻ ከማለት ወደ ተግባር ቢትቀይሩት እንወዳችኋለን,Neutral,Price
እባክዎ በስምዎ የሚያጭበረብሩ ላይ እርምጃ ይውሰዱ,Neutral,Service
ለልግስናው አድናቆት ይኑርህ  እባክዎ በአገልግሎት ጥራት ላይ ይሰሩ  የኢንተርኔት አገናኝ ዝቅተኛ እና በአሁኑ ጊዜ በአዲስ አበባ ውስጥ የሩተር እጥረት,Neutral,Service
እቤት እየዋልን ስለሆነ የ ክፍያ ለመክፈል ትንሽ ይከብዳል ማለትም በዚ ከቀጠለ ስራም አይኖርም እና ላስገባን ሰዎች ትንሽ ብትቀንሱልን አስተያየት ብታረጉልን,Neutral,Service
ቤትዎ ይቆዩ ጥቅል አገልግሎት ቢራዘምና ወራዊ ጥቅል ብጨመርብት በጣም ጥሩ ,Neutral,Price
ውድ  ህብረተሰቡ በብዛት ከድምፅ ጥቅል የኢንተርኔት ጥቅል  የሚጠቀመው እባክዎ ለህብረተሰብ ካሰቡ ኢንተርኔት ላይ ማሻሻያ ያድርጉ,Neutral,Service
መጀመሪያ በየቦታው ያሉ የማይሠሩ የኔትወርክ አንቴናዎችን መሥራት አለመሥራታቸውን በባለሙያዎቹ እንዲፈተሹና የማይሠሩም ካሉ ጥገና ተደርጎላቸው አገልግሎት እንዲሠጡ ማድረጉ ወሳኝ ይሆናል,Neutral,Price
ምድ ሰቶ መሳት ካረጋቹ አይቀር ሰአት እጂ ብር ሜጋ ባይት ብገዛ ይሻለኝል,Neutral,Price
ኢትዮ ቴሌኮምቅናሹ ጥሩ ነበር ዘገችሁ እንጂነገር ግን አሁንም ቢሆን ማድረጋችሁ ካልቀረ ጥቅሉ ለ  ሠዓት መቆየት መቻል አለበት,Neutral,Price
በቤትዎ ይቆዩ ጥቅል አገልግሎት ጊዜ ዘሬ  የሚያልቀው እና ብረዘምልን ጥሩ  ,Neutral,Quality
ቴሌዎች እባካችን እባካችን ገበታ መግዣውን አክቲቭ አድርጉት,Neutral,Service
ለመልካም አገልግሎታችሁ እናመሰግናለን ,Neutral,Price
ደንበኞች ለሚያንሱት ጥይቄዎች በፍጥነት መልስ መስጠት እንዲቻል ቢመቻች ጥሩ  እላለሁ,Neutral,Price
በአሁኑ ወቅት ለውጥ መጥቷል ነገር ግን የሚጠበቀውን ያህል አይደለም እያንዳንዱ የኢትዮቴሌኮም አገልግሎት አቅራቢዎች የእርስዎን አገልግሎት ከጎረቤት ሀገራት ጋር አወዳድረው እና እያነጻጸሩ ከሆነ ከኢትዮ ቴሌኮም ባሻገር ያለው ክፍተት የት እንዳለ ታያለህ,Neutral,Service
በጣም ደስ ይላል ሁለት ሲም የሚቀበሉት ሞባይሎች የሚሠራው አንዱ ብቻ  በነካ እጃችሁ ይህንንም ብታስተካክሉት,Neutral,Quality
መልካም ብስራት  ኢትዮጵያ ከ ሚሊዮን ህዝብ ያላት አንድ ቴልኮም መኖር የለባትም እና ወደ ግል ቢዞር እና ሌሎችም ቢገቡበት ባይ ነኝ,Neutral,Price
ምንም እንኳን በኢትዮጵያ ጥሩ ቢሆንም ብዙ ነገሮች ማስተካከያና መከፋፈያ ያስፈልጋቸዋል እናም እያንዳንዱ ዘርፍ በኃላፊነቱ ነገሮችን ይመረምራል,Neutral,Price
እናመሰግናለን   ውስጥ  k የሚለው  መስራት ቢችል ጥሩ ይሆናል ባይ ነኝ,Neutral,Price
የኢንርኔት ጥራትና በሁሉም ቦታ እኩል ተደራሽነትን እንዲሁም ተመጣጣኝ የሆነ ልከኛ ክፍያን አስቡበት ለመጭው የሥራ ዘመን,Neutral,Service
የኢንተርኔት ዋጋ መቀነስ አለበት አልቻንም,Neutral,Service
እረ በዋይ ፋይ አገልግሎት ላይ ቅናሽ አድርጉ,Neutral,Service
ዋጋ ማስተካከል አለባችሁ,Neutral,Service
የብር መጠን ቀነስ ብታደርኩ ማለት መነሻው በዚው የደቅቃ መጠን አብሮው ቀነስ ማደረግ,Neutral,Service
እንኳን አብሮ ደስ አለን አባካችሁ ነፃ የኢንተርኔት ስጦታ ብላችሁ ኔቶርኩን እንዳታዝጉት  ,Neutral,Service
እረ እባካችሁ ታሪፉን ቀንሱ በተለይ የ ,Neutral,Service
እንደተቋም በስርአቱ ብታስተዋውቁ እና ሀሳባችሁን ብገልፁ ጥሩ  ያስተዋወቃችሁበት መንገድ አንድ የ ወጠጤ የፃፈው  የሚመስለው,Neutral,Service
ጥሩ  በርቱ ኔትወርክ በጣም ያስቸግራል በደንብ ቢሰራበት ,Neutral,Service
ቴሌ ወሬ አበዛ ኢንተርኔት መስመር ለመቀየር ልመና ሆነ ቢሮክራሲው ብሶባችኋል ተው በፀባይ ያዙን ተው,Neutral,Service
ጥሩ  ግን ዋጋው ማስተካከል ያስፈልጋል ውድ ,Neutral,Service
ጥሩ  ግን ዋጋው ማስተካከል ያስፈልጋል ውድ ,Neutral,Service
ያልተገደበ ጥቅል አገልግሎት ክፍያዉ ተሻሽሎ ብቀርብ ሁሉም ተጠቃም ብሆን በጣም ደስ ይል ነበር,Neutral,Service
ጥሩ  ግን ዋጋው ማስተካከል ያስፈልጋል ውድ ,Neutral,Quality
የ  እና  ማስፋፊያ ለመስራት ጥረት አድርጉ የጥቅል አገልግሎት ውስጤ ,Neutral,Price
ሳፋሪኮም እየመጣ  የሚያደርገውን የዋጋ ቅናሽ አይቶ ከመሯሯጥ ከአሁኑ ብታስተካክሉ ይመረጣል ,Neutral,Price
ጥሩ  ግን ኢንተርኔት ላይ ያጋጣሚ የሳምንት ወ ይ የወር ነፃ ተጠቃሚ ባለድል የሚመቻችበት እድል ቢኖር,Neutral,Price
እናመሠግናለን እለታዊ ያለገደብ ኢንተርኔት ቢዘጋጅእናመሠግናለን እለታዊ ያለገደብ ኢንተርኔት ቢዘጋጅ,Neutral,Price
የአንድ ቀን ያልተገደበ ያደታ ጥቅል ከኖረ አረፉ ነበር ,Neutral,Service
ኧረ እንደው የኔትዎርክ ጉዳይ በጣም መሮናል እባካችሁ አስተካክሉልን,Neutral,Price
የሞባይል ጥቅል ቅናሽ መቅረቡ ትንሽም ቢሆን ይጠቅመናል ነገር ግን በጣም ትርፋማ ለሆነዉ ተቋም ምንም አይደለችምና ይታሰብበት,Neutral,Service
ለመሸለም የግድ አዲስ ሲም ካርድ ማውጣት አያስፈልግምዓላማው ደንበኛን ማስደሰት ከሆነ ነባሩንም ማበረታት ይቻላል,Neutral,Service
በዚህ ኑሮ ውድነት ወራዊ የተንቀሳቃሽ ዋይ ፈይ ክፍያው በዝቷል እንጅ አስቡበት,Neutral,Service
ይሄ የበዓል ቅናሽ ግን ቢአንስ ከወር አንዴ ቅናሽ ብታረጉልን ,Neutral,Price
አብዛኛው ጊዜ ማታ ላይ ጥቅል ለመግዛት ያስቸግራል ይይህንን ብታስተካክሉት,Neutral,Price
ከብር ይልቅ አገልግሎታቹ ደንበኛ ተኮር ,Neutral,Price
አብዛኛው ጊዜ ማታ ላይ ጥቅል ለመግዛት ያስቸግራል ይህንን ብታስተካክሉት,Neutral,Price
የቢሾፍቱ ከተማን የውሃ ክፍያ በቴሌብር አስደርጉልን እባካችሁ,Neutral,Service
የመብራት ክፍያንም በቴሌ ብር ክፍያ ቢጀመር ጥሩ ነበር በወረፋ መንገላታትን እና ዘመናዊ አሰራር ቢኖር መልካም  ,Neutral,Price
በቴሌ ብር የ ክፍያ ፈጽሜ እንኳ አልከፈልክም ብላችሁኛልአይደለም የሌላውን የራሳችሁን ሀላፊነት በቀዳሚነት ተወጡ ,Neutral,Service
ያልተገደበ ጥቅል አገልግሎት ክፍያዉ ተሻሽሎ ብቀርብ ሁሉም ተጠቃም ብሆን በጣም ደስ ይል ነበር,Neutral,Service
ፓኬጅ ሲያልቅ ቶሎ የማሳወቂያ መልእክት ብትልኩ እየዘገየ  የሚደርሰን,Neutral,Service
የአርበኞችን ቀን አስመልክቶ ልዩ ጥያቄና መልስ ቢዘጋጅ,Neutral,Service
ጥቅሎን ይቀይሩ እየሰራልኝ አይደለም ይስተካከል,Neutral,Price
በተረፈ ግን ከሞባይል ካርድ ማለትም ስልካችን ላይ ያለውን ባላንስ ወደ ቴሌ ብር ማዘዋወር የምንችልበት መንገድ ቢፈጠር የበለጠ አሪፍ ይሆናል,Neutral,Service
ኡኡኡኡኡኡ በወር ሶስቴ ወርሀዊ ሞልቼ አልባቃኝም የልተጋዳበ ቅናሽ አርጉልን ኢስት ,Neutral,Price
ያልተገደበ ዳታ ለመሙላት ሂሳቡን አበዛችሁት ትንሽ ማሻሻያ ቢደረግለት ባይ ነኝ ,Neutral,Price
ቴሌ ኦፕሬተር ማግኘት እንዲ የከበደው ለምንድእረ ተሻሻሉ እንጂ,Neutral,Service
አዲሱ የማይ ኢት መተግበሪያ አይከፍትምአፕዴት ካደረኩት በኋላ አይከፍትልኝምሌላ አማራጭ ካለ ብታሳውቁኝ,Neutral,Service
ሜሲጅ የምትልኩትሜሴጅ በአማርኛም በግሊዘኛም ቢሆን ብዙሰውሳይረዳው ከማጥፋት ይቆጠባልባይነኝ,Neutral,Service
ባካችሁ ስለ አሻምተሌ በቂ መረጃ ስጡንነጥብ ማስተላለፍ ነጥብ መቀየር ማብራሪያ ይሰጠን,Neutral,Service
በቴሌ ብር አፕ የሞላን ብር ወደ አየር ሰዓት ሳንቀይር እንድንጠቀም ብታደርጉልን,Neutral,Service
በፍጥነት ለቀቁልንና እንጠቀምበት ,Neutral,Service
ትንንሽ የሞባይል ስልኮች በዳታ የኢንተርኔት አገልግሎት መስጠት አቁመዋል መፍትሄ ይፈለግለት,Neutral,Service
እስፖንሰር በማድረግ ብቻ ሳይሆን የከተማዋንም የኔትዎርክ ችግርም ለመፍታት ሞክሩ,Neutral,Service
ኧረ እንደው የኔትዎርክ ጉዳይ በጣም መሮናል እባካችሁ አስተካክሉልን,Neutral,Service
የምንፅፈው ከሀገር ወጥተን   የጀመረበት ሀገር ነገር ግን  በአግባቡ የማሰራበት ከተማ  ትኩረት ይሰጠው ለህዝባችን,Neutral,Service
እንዲያው ቦሞቴ ከኔ ጎረቤት እየሰራ እኛ ቤት የማይሰራውን  አስተካክሉልን ,Neutral,Service
 ጥሩ  ግን ቢያንስ የተወሰኑ ቦታዎች ቢሰራ አሪፍ ነበር,Neutral,Price
በጣም ደስስ ይላል እናመሰግናለን  በተመረጡ ቦታዎች ብቻ  የሚሰራው ተብሏል ሁሉንም አካባቢዎች ማድረስ ቢቻል,Neutral,Price
መቸም ታሪፉ ቅናሽ መሆን አለበት ካልሆነ ግን ከ ንቅንቅ አልልም   ራሱ የማላየውን   አድሮጎ የን ጨረሰው,Neutral,Service
ኧረ   ራሱ እየሰራልን አይደለም  ምናምን እያላችሁ ሙድ አትያዙብን ,Neutral,Service
ኧረን አልቻንውም እንኳን  ሆኖ ምን አስባችው  ወይ ዳታ ላይ መጠነኛ አድርጉት ጥቅል አገልግሎት ላይ ብር ቢያንስ  አድርጉልን,Neutral,Service
 ቴሌኮምበቴክኖሎጅ እራሱን እያዘመነ የመሆኑን ያህል የሠራተኞቹን የአገልጋይነት እሳቤ ለማሳደግ መስራት ይጠበቅበታል,Neutral,Service
ጥቡን እንዴት እንደምንሰበስብ ጭራሽ ያልገባን ሰዎች ስላለን በአሸም ቴሌ ላይ ተጨማሪ ማብራሪያ ብትሰጡ አሪፍ ,Neutral,Service
እኔ አሰራሩ አልገባኝም እንጂ አሻሞ ከተመዘገብኩ ቆየሁ,Neutral,Service
ገጠሩ አካባቢ የኔት ወርክ ተጠቃሚ አደለም እንኳን ዳታ ሊጠቀም ይቅርና የድምፅ አገልግሎት በስረአት እያገኘ አደለም እነዚን ስራዎች ቢሰሩ ጥሩ ,Neutral,Service
የተከበረችሁ ወደ   ሰለ አሻሞ  ህደቱን ብታስረዱን ደስ ይለናል ,Neutral,Service
 ቢደረግስ ባይ ነኝ,Neutral,Service
የተማሪዎች ጥቅል ሀሪፍ ነበር ነገር ግን ጥቅሉን መቀየር ባለመቻሉ እና ሌሊት ብቻ መሆኑ አልጠቀመንም,Neutral,Service
የተጀመረው አገልግሎት ደስ የሚል እና የሚበረታታ  ነገር ግን የሚበረከተው ስጦታ የድምፅና የመልክት ጥቅል ወደ ኢንተርኔት ብትቀይሩል ይለናል,Neutral,Service
እናመሰግናለን ለመግዛት ወደ ተሌ መሄድ ቀርቶ ለላ ዘደ ብፈጠርልን,Neutral,Service
የተማሪዎች ጥቅል ለመግዛት  ሰልፉ መከራ  ተማሪ እንደመሆናችን መጠን በ ሰዓታችን ልንገለገል ይገባል,Neutral,Service
ጥቅሉ አሪፍ ሆኖ ጥቅል ለመግዛት ስንሄድ አዲስ  ካለዋጣቹ አይቻልም ,Neutral,Service
ከድምፅ ወደ ደታ እዴት  ምቀየረው እባከችሁ ከድምፅ ወደ ደታ እዴት  ምቀየረው እባከችሁ ተበባሩኝ,Neutral,Service
ለወረሀዊ የተገዛው ጥቅል ተጨማሪው ከሌሊቱ ጧቱ  ሰአት ላይ ብቻ ስለሆነ የሚሰራው ቀን ላይ እንድንጠቀምበት አድርጉን  ,Neutral,Price
ዓመተ ምህረቱ ቢጠቀስ ከየት ተነስተን የት ደረሥን ለሚለው ማጣቀሻ ይሆን ነበር,Neutral,Service
የተማሪዎች የጥቅል አግልግሎት ማስተላለፍ እንዲቻል እድርጉልን,Neutral,Service
የመብራት ክፍያንም በቴሌ ብር ክፍያ ቢጀመር ጥሩ ነበር በወረፋ መንገላታትን እና ዘመናዊ አሰራር ቢኖር መልካም  እላለው,Neutral,Service
ቴሌ ኦፕሬተር ማግኘት እንዲ የከበደው ለምንድእረ ተሻሻሉ እንጂ,Neutral,Service
ለከፍተኛ የትት ተቋማት ተማሪዎች ልዩ ጥቅልና ስጦታ የተደራሽነቱ ወሰንና ሌሎችም ዝርዝር ጉዳዮች አልተገለጹምና ነገሮች ቢብራሩ,Neutral,Service
እዚሁ አዲስ አበባ እኔ ያለሁበትካራ ቆሬ አካባቢ የኔት ዎርክዳታ አገልግሎት ቤት ውስጥም ከቤት ውጭም የለም በሚባል መልኩ አነስተኛ የሚቻል ከሆነ እባካችሁን አሰተካክሉልን,Neutral,Service
የተማሪዎች ጥቅል ለመግዛት ወደ ተሌ መሄድ ቀርቶ ለላ ዘደ ብፈጠርልን,Neutral,Service
 ጥቅልለመቀየር ከ ዳታ ወደ ድምፅ ሲሆን በጣም ያንሳል ይስተካከል,Neutral,Service
ሳምንታዊ ያልተገደበ የኢንተርኔት ጥቅል ብሩን ብትቀንሱ አሪፍ  ብዙም ተጠቃሚ ይኖራል,Neutral,Service
 ዕለታዊ ፖኬጅ ገዝተን ወደ ሳምንታዊወርሀዊ የመቀየር  ቢፈጠር የተሻለ  አብሶ ለኛ ለተማሪዎች ,Neutral,Service
ከወጋገን ባንክ ብቻ ሳይሆን ከሌሎች ባንኮችም ጋር ስሩ ከቴሌ ብር አካውንት ከ    ብር ማውጣትም እንድቻል ስሩ,Neutral,Service
ባካችሁ ስለ አሻምተሌ በቂ መረጃ ስጡን ነጥብ ማስተላለፍ ነጥብ መቀየር ማብራሪያ ይሰጠን,Neutral,Service
የሚሆን አንድ ሰው ይዛችሁ ከመሮጥ መቶ ሰው የሚጠቅም ስራ ስሩ ጭራሹኑ ኔቶርክ የማይሰራበት ቦታ እኮ   ምን እየሆናችሁ  ,Neutral,Service
እስኪ መጀመሪያ  k በስርዓት ይስራ አዴት ወረዳ ኢንተርኔት ፍጥነት በጣም ቀርፋፋ ,Neutral,Service
ለሁሉም ኢትዮጵያዉያን አድርሱ ለከተሞች ብቻ አታድርጉት,Neutral,Service
"በቴሌ ብር አፕ የሞላን ብር ወደ አየር ሰዓት ሳንቀይር እንድንጠቀም ብታደርጉልን
በጣም አድካሚ ኾኖብኛል ",Neutral,Service
ትንንሽ የሞባይል ስልኮች በዳታ የኢንተርኔት አገልግሎት መስጠት አቁመዋል መፍትሄ ይፈለግለት,Neutral,Service
እስፖንሰር በማድረግ ብቻ ሳይሆን የከተማዋንም የኔትዎርክ ችግርም ለመፍታት ሞክሩ,Neutral,Accessability 
ኧረ እንደው የኔትዎርክ ጉዳይ በጣም መሮናል እባካችሁ አስተካክሉልን,Neutral,Quality
እባካችሁ ኔትዎርኩን በነካ እጃችሁ ቢስተካከል,Neutral,Accessability 
ስለ አሻም ቴሌ ብር ምንም አልገባኝም ነገሩን,Neutral,Service
የ ብታዘጋጁልን,Neutral,Price
አሁን ቀልዱን ትታችሁ ወርሀዊ ጥቅል ቀንሱልን,Neutral,Service
