Comment,Sentiment,Aspect
ጥሩ መሻሻል አለ ስለ 5ጂም ትግበራ እያየሁ ነው,Positive ,Service 
ምርጦች በዚሁ ቀጥሉበት ።,Positive ,Service 
ቴሌ ጥሩ እየሰራችሁ ነው ።,Positive ,Service 
ብቻ በርቱ የሀገራችን ትልቁ ተቋም ፣ የሀገር ባለውለታ ገንዘብን ብቻ ብለው ወደሀገር እየመጡ ባሉ ፣ቴሌያችን ሲጎዳና ሲንገዳገድ እንዳናይ ። ,Positive ,Service 
ለእሥከዛሬው ተቋሙን ከግዜው ጋር ለማራመድ ሥለምታረጉት ትግል እያመሰገንን።አደራ እንላለን።,Positive ,Service 
ኢትዩቴሌኮም የሀገራችን ታላቅ ተቋም ከመሆኑም በላይ የሀገር ኩራት ነው,Positive ,Service 
ለአገልግሎት ማሻሻያዎች ምስጋና ይገባችኋል።,Positive ,Service 
ቴሌ አገልግሎት አሰጣጡ እያስደሰተን ነው,Positive ,Service 
እናመሰግናለን ኢትዮ ቴሌኮም,Positive ,Service 
ኢትዮቴሌ በጣም አንጋፋ፥ ግዙፍና መጠነ ሰፊ ስራ የሚሰራ ትልቅ ተቋም መሆኑ ለማንም ግልፅ ነው። ለዚህም እናመሰግናለን,Positive ,Service 
ኢትዮ ቴሌኮም የሚገርም ፈጣን ዕድገት እያሳየ የመጣ ሁሉም ኢትዮጵያዊ የሚመሰክር ግዙፍ ካምፓኒ ነው,Positive ,Service 
ለሀገር ዕድገትና ልማት ማን እንዴ ኢትዮ ቴሌኮም ያስብላል፤ ቀላል የማይባል ምና በሀገር ኢኮኖሚ ላይ ተጫውቷል,Positive ,Service 
በእውቀትና በጥበብ የተደራጀ ሀይል ያለበት ካምፓኒ ነው ለዚህ ትልቅ አክብሮት አለኝ።,Positive ,Service 
ባቀረበኩት ቅሬታ መሰረት የኢትዮ ቴሌኮም ሰራቴኞች አሰፈላጊውን በመድረግ ካለ ምንም የኢንተርኔት አለመቆራረት ተጠቃሚ በመሆኔ ሰራቴኞችን  አመሰገናለሁ፡፡,Positive ,Quality 
በምናየው ነገር ብዙ ከናንተ እንደምንጠብቅ አትርሱ።እናመሰግናለን,Positive ,Service 
ውድ ቴሌ ብር በጣም እወዳችኋለሁ አከብራችኋለሁ አሪፍ ደንበኛችሁም ነኝ,Positive ,Service 
እንደምንናችሁ ኢትዮቴሌዎች ለኢድ አልፈጥር በዓል ማድመቂያ የፓኬጅ ግዢ በማቅረባችሁ እናመሰግናለን።,Positive ,Service 
ሸጋ ተግባር ነው በርቱ በጣም ደስ ይላል,Positive ,Service 
በእዉነት ከልብ የሚመሰገን ስራ ነው ።,Positive ,Service 
በጣም ወድጀዋለሁ ቀልጣፋ አገልግሎት በቴክኖሎጂ ዋው በርቱ!!,Positive ,Service 
ሃገሪቱ ለይ የተቀየረው ቴሌ ብቻ ነው,Positive ,Service 
Ethio tele የሰለጠነ ድርጅት በየወቅቱ አዳዲስ ነገሮች ይዞ ከች ይላል ,Positive ,Accessability 
ለሌሎችም መንግስታዊ ተቋማት አርአያ የሚሆን ተቋም ቢኖር ኢትዮቴሌ ነውና በርቱ።,Positive ,Service 
አልቸቻላችሁም ቴሌዎች አዳዲስ አገልግሎት እያቀረባችሁ ነው ቀጥሉበት።,Positive ,Accessability 
ይቃዎች አማራጮች የሉትም እንጂ ሀሳቡ በጣን ጥሩ እና የሚያበረታታ ነው,Positive ,Service 
በጣም ደስ ይላል በርቱልን የምንጊዜም ምርጡ company,Positive ,Service 
ቴሌኮሙኒኬሽን አዳዲስ ቴክኖሎጂ ለደንበኞቹ ለማቅረብ የሚያደርገውን ጥረት አደንቃለሁ,Positive ,Service 
በጣም ጥሩ ነገር ነው በዚሁ ቀጥሉ። እኔ ተመዝግቤያለሁ።,Positive ,Service 
💪💪💪 መልካም ተግባር ነው👍 እኛም ላብሮነታችሁ እናመሰግናለን,Positive ,Service 
በአሁኑ ስዓት ቀላሉ የገንዘብ ማስተላለፊያ መክፈያ መንገድ ቴሌብር ብቻ ነው። ,Positive ,Service 
ኢትዮጵያ ውስጥ እንደ ቴሌ ቴክኖሎጂውን እያረቀቀ ፈጣንና ቀልጣፋ የአገልግሎት አሰጣጥ ከመልካም መስተንግዶ ጋር ደምበኞቹን የሚያረካ ተቋም አለ ለማለት አልደፍርም።,Positive ,Service 
የእናንተ አግልግሎት አሰጣጥ የተሻለ ነው ቢያንስ የጥቅል አገልግሎት ቅናሽ በማድርጋችሁ ከወዳጅ ዘመዶቻችን ጋር መገናኘት ችለናል።,Positive ,Price 
Ethio-telecom ሁሉም ከእኛ ጋር ነው ለካ እናመሰግናለን ::,Positive ,Service 
Betam አርፍ ነው ሁሌም በዓል በሆነ የእናንተ በዓል ፓኬጅ ለመጠቀም።,Positive ,Service 
እውነትም አንጀት አርስ ነው ቢሆንም ግን ብዙ ነገሮች ይቀሩታል በጊዜ ሂደት ብዙ ማሻሻያ እንደምታደርጉ ተስፋ አደርጋለሁ።,Positive ,Service 
ቴሌ ብር በጣም ፈጣን እና አስተማማኝ ነው በርቱ,Positive ,Service 
ኢትዮ ቴሌ ከልቡ የህዝብ አገልጋይ ነው፡፡እናመሰግናለን,Positive ,Service 
Ethio telecom ህዝቡን ለማገልገል በሚያደርገው ቁርጠኝነት እጅግ በጣም ደስተኛ ነኝ፡፡,Positive ,Service 
ለደንበኞች ስለምትሰጡት አክብሮት እናመሰግናለን ፣ ሁሌም ከጎናችሁ ነን,Positive ,Service 
በርቱ ከዚህ የበለጠ ቴሌን ለማዘመን አሁን ብዙ ለውጦች በእናንተ ላይ እያየን ነው,Positive ,Service 
ለምታደርጉት ሁሉን አቀፍ እንቅስቃሴያችሁ ክብር ይገባችኋል።,Positive ,Service
እናመሰግናለን እትዬ ቴሌኮም የብዙ ግዜ ጥያቅያችን ነበር,Positive ,Service
Ethio telecom አመሰግናለሁ,Positive ,Service
እሺ  አመሰግናለሁ ስለ ትብብራችሁ,Positive ,Service
በጣም ጥሩ ጅምር ነው,Positive ,Service
ምናለ ቴክኖሎጂውን ባንኮች ቢሰሩበት ኢትዮ ቴሌኮም የኔትዎርክ ጥራት ላይ ቢሰራ,Positive ,Service
ለማንኛውም ክፍያ ምርጥ መንገድ ... ቀጥሉበት,Positive ,Service
ጥሩ ሥራ! አዳዲስ ቴክኖሎጂዎችን ማስፋፋት ጥሩ ነው!,Positive ,Service
አሪፍ ነው,Positive ,Service
wow ታላቅ telebirr ወደፊት ይገሰግሳል,Positive ,Service
በጣም ቀላል እና ፈጣን አገልግሎ ነው። ሁሉም ሰው ብጠቅም አርፍ ነው,Positive ,Service
ከጊዜው ጋር የዘመነ ቴከኖሎጅ።ሁልጊዜ ወደፊት በርቱ,Positive ,Service
ሁሌም አዲስ ነገር :ምናለባት ሁሉም እንዳናንተ ቢሆን? በርቱ !,Positive ,Service
በርቱ አሪፍ ጅማሮ ነው,Positive ,Service
ኢትዮቴሌኮም አሁን ያስጀመረው በድምፅ ዳታ መገዛት ተመችቶኛል ቀላልና ቀልጣፋ ነው ቀጥሉበት።,Positive ,Service
ብራቮ የእኔ ጀግኒት‼️ በርቺልን። ,Positive ,Service
ጥሩ ስራ !👍👍,Positive ,Service
ለውጡን በተግባር ያሳየን ብቸኛ ተቋም ኢትዮቴሌ ብቻ ነው 👏🏻👏🏻ብልፅግናን በተግባር እያሳያችሁን ስለሆነ ክብር ይገባቹሀል 🙏🙏 ፍሬሂወት የዘመናችን ጀግና ናት ሰርታ የምታሰራ ብርቱ ሴት ናት ሁላችሁም ጀግኖቻችን ናችሁ በርቱ 👍👍 ይህን ስል ችግር የለም ማለቴ ሳይሆን በዚህ ፍጥነት ለውጡን ካስቀጠላችሁ ያሉትን ችግሮች እንደምታስተካክሉት ስለማምንባችሁ ነው ምክንያቱም የመለወጥ ፍላጎታችሁን ስላሳያችሁን… ,Positive ,Service
ለውጡን በተግባር ያሳየን ብቸኛ ተቋም ኢትዮቴሌ ብቻ ነው 👏🏻👏🏻ብልፅግናን በተግባር እያሳያችሁን ስለሆነ ክብር ይገባቹሀል 🙏🙏 ፍሬሂወት የዘመናችን ጀግና ናት ሰርታ የምታሰራ ብርቱ ሴት ናት ሁላችሁም ጀግኖቻችን ናችሁ በርቱ 👍👍 ይህን ስል ችግር የለም ማለቴ ሳይሆን በዚህ ፍጥነት ለውጡን ካስቀጠላችሁ ያሉትን ችግሮች እንደምታስተካክሉት ስለማምንባችሁ ነው ምክንያቱም የመለወጥ ፍላጎታችሁን ስላሳያችሁን ነው በርቱ::,Positive ,Service
ጥሩ ሥራ ነው በርቱልን,Positive ,Service
የላቀ ሥራ እና አዲስ ቴክኖሎጂ ውስጥ ለወደፊቱ ቀጣይነት ያለው ታላቅ ሥራ,Positive ,Quality
ethio telecom የዓለም ክፍል የቴሌኮም ኩባንያ &መሪ የቴሌኮም ንግድ በቅርበት ይሆናል,Positive ,Service
ታላቅ 💪💪💪,Positive ,Service
ድርጅቱን ለሚሰራ ሰው ሽጣችሁ እናንተ ወደ ባንክ ሲስተም መግባታችሁ የሚበረታታ ነው በርቱ😁,Positive ,Service
ሁልጊዜም ጥሪታችሁን ሳላደንቅ ብቀር ንፉግነት ነው በርቱ የሀገራችን የጀርባ አጥንት ናችሁ ።,Positive ,Service
መልካም ጅምር ነው በርቱ Ethio telecom የተሻለና ቀልጣፋ ለሌሎችም ምሳሌ የሚሆን ነውና።,Positive ,Service
#በርቱልን በጣም አሪፍ አፕ ነው ደግሞ ጊዜንና ጉልበትን ይቆጥባል,Positive ,Service
ቴሌ ኮራሁባችሁ የከፍታችን ማብሰርያዎች!!!!,Positive ,Service
በጣም ፈጣን ነው ይመቻል ሌሎቹም አገልግሎቶች እንደዚህ ቴሌብር ፈጣን ቢሆኑ ይመቹ ነበር,Positive ,Service
ምርጥ ሥራ አስፈፃም ነሽ በርች ጌታ ከአንች ጋር ይሁን በትክክል ለሰማሽና ላዳመጠሽ ከገለፃ እስከ ተግባር ቁርጠኛ የኢት/ያ ልጅ ነሽ ሌሎች ሥራ አስፈፃምዎችና ሚንስቴሮች በእርግጠኝነት ከአንች ትምህርት ያገኛሉ ቢዬ አስባለው። የህዝብ አገልጋይ ማለት እንዴ ፊሬ በቁርጠኝነት ሰርቶ አዳድስ ነገሮችን ወይም ውጤቶችን ለህዝባችን ማቢሰር ነው።,Positive ,Service
ወ/ሪት ፍሬህይወት ታምሩ ለሀገርሽ ታላቅ ስራን እየሰራሽ በመሆኑ ልትኮሪ ይገባል፡፡ መንግስትም እንደ አንች ላጤ ሴቶችን በእየመረጠ ቢሾምልን በሙሉ አቅማችሁ ሰርታችሁ ለውጥ ታመጣላችሁ፡፡ እናመሰግናለን🇪🇹🇪🇹🇪🇹,Positive ,Service
በጣም አሪፍ የሆነ የፓኬጅ አማራጭ ስለሆነ አመሰግናለሁ,Positive ,Service
Ethio telecom ለጠየኩት የቅሬታ ጥያቄ ትክክለኛና ፈትሃዊ እንዲሁም ጉዳዩን በቅርበት ተከታትላችው እና ደውላችው ፈጣን ተገቢ ምላሽ ሰለሰጣችሁኝ አደንቃለው በአገልግሎታችሁ ረክቻለው ስለተደረገልኝ መስተንግዶ ከልብ አመሰግናለሁ በርቱ በዚሁ ቀጥሉ፡፡,Positive ,Service
ለስጦታው እናመሰግናለን!,Positive ,Service
ብዙ ጊዜ ወደ ስልኬ በሚገቡ መልክቶች ብሬ ይቆረጥ ነበር 994 ደውዬ ተስተካክሎልኛል አመሰግናለሁ,Positive ,Price
ጥሩ መረጃ ነው እናመሰግናለን!,Positive ,Service
ከዚህ በላይ ማዘመን ትችላላችሁ በርቱ።,Positive ,Service
አሠራራችሁን ከግዜ ወደ ግዜ እያሻሻላችሁ መሆኑ ያስመሰግናችኋል።,Positive ,Service
በጣም ጥሩ አማራጭ ነው,Positive ,Service
በጣም ቆንጆ ስራ ነው በርቱ ,Positive ,Service
በጣም ጥሩ ነው,Positive ,Service
በእውነቱ ከሆነ ቴሌዎች በአገልግሎታቹ በጣም እናመሰግናለን በርቱ።,Positive ,Service
በጣም አሪፍ አኘ ነው,Positive ,Service
እናመሰግናለን Ethio telecom . ,Positive ,Service
ከልብ እናመሰግናለን,Positive ,Service
በጣም ዋጋውን በሚመጥን አቅርባችሁልናል እናመሰግናለን,Positive ,Price
በጣም እናመሰግናለን 🙏 እኛ ከፍተኛ ጥራት ጋር የመረጃ አገልግሎት በመጠቀም ላይ ነው keep it on ...,Positive ,Quality
ሁሉንም ነገር በደህና ፈጣን ኮሙዩኒኬሽን ይቀጥሉ ኢትዮ ቴሌኮም የሚያስፈልጋት በትክክለኛ መንገድ ላይ ነው Ethio telecom💪💪💪,Positive ,Service
ጥሩ ስራ. ምሳሌ ነው!,Positive ,Service
መልካም ስራ ethio telecom ወደፊት እንራመድ,Positive ,Service
Great Ethio tele ትልቅ ላይክ ከሞያሌ ....👌.,Positive ,Service
አመሰግናለሁ ታላቅ ስራ ቀጥሉበት🙏,Positive ,Service
wow ጥሩ ስራ,Positive ,Service
ታላቅ ስኬት !!,Positive ,Service
መልካምእና ምኞት ያለው ስኬት እንኳን ደስ አላቹ!!,Positive ,Service
ውድ ኮምፓኔ ደስ ብሎኛል,Positive ,Service
ብራቮ ✊✊,Positive ,Service
መልካም ጅማሮ 👏👏👏👏,Positive ,Service
Ethiotelecom ኩራት ይሰማኛል፣ ሁሌም እያደገ ያለ!🙏,Positive ,Service
እናመሰግናለን እና ቀጥሉበት!,Positive ,Service
እናመሰግናለን ኢትዮ ቴሌኮም ይሄንንስ ማን አየበት እናንተ ሁናችሁ ነው ።,Positive ,Service
በማታ ስጦታ መስጠት ጥሩ ነው፤ ከዚህ በፊት ከሠራችሁት ስህተት ተምራችኋል,Positive ,Service
እሺ! መልካም ነው. አመሰግናለሁ ET,Positive ,Service
በርቱ,Positive ,Service
በጣም እናመሰግናለን 🙏 We are using data Service with a great Quality keep it up on…,Positive ,Quality
ገንዘብ ማስተላለፍ ቀላል እና አሪፍ ስርዓት ነው.,Positive ,Service
Great Job!,Positive ,Service
እውነት ይህን ዕድል ስላመቻቹልን በጣም አመሰግናለሁ እኔ የቴሌብር ተጠቃሚ ነኝ በርቱ እወዳችኋለሁ ,Positive ,Service
ዋው የኛ ኩባንያ! ታላቅ ሥራ ነው,Positive ,Service
ለአገልግሎታችሁ እናመሰግናለን,Positive ,Service
የኛ ጀግና ኩባንያ Tnks ❤,Positive ,Service
ዋው!! ባለፉት ዓመታት በፍጥነት በማደግ ላይ ያለው ኢኮኖሚ እንደነበረው ሁሉ አገሪቱም በትክክለኛው መንገድ ላይ ትገኛለች,Positive ,Service
ቴሌ ብር ፈጣን በመሆኑ በጣም ወደነዋል ተመችቶናል ሥጦታውም በቂ ነው ግን ግልፅ ያልሆነልኝ ሌላ ሠው ስናሥመዘግብ 300ፍሌክሲ ይሠጣል የተባለው ግን ጓደኛችን የሚልከው ኮድ የቱን ነው የኛውን ኮድ ወይሥ የቱን ነው,Positive ,Service
ውድ ደንበኛ፣ የአገልግሎት ተጠቃሚ በመሆናችን እናመሰግናለን!,Positive ,Service
ሁልጊዜም ጥሪታችሁን ሳላደንቅ ብቀር ንፉግነት ነው በርቱ የሀገራችን የጀርባ አጥንት ናችሁ ።,Positive ,Service
ኮንግራ ። ይህ በጣም የሚያስደስት ክንውን ነው ።,Positive ,Service
ጥሩ የቴክኖሎጂ እድገት,Positive ,Service
እናመሰግናለን Ethio telecome🙏,Positive ,Service
ይህ አሰራር በጣም አሪፍ ነው ፣ በተለይ ወደ ገጠራማ አከባቢ ላሉ ኢትዮጵያውያን በጣም አስፈላጊ ነገር ነው፡፡,Positive ,Service
በጣም ፈጣን ነው ይመቻል ሌሎቹም አገልግሎቶች እንደዚህ ቴሌብር ፈጣን ቢሆኑ ይመቹ ነበር,Positive ,Service
ተሰርቷል እናመሰግናለን,Positive ,Service
በጣም አመሰግናለሁ,Positive ,Service
ላቀረባችሁት አገልግሎት አመሰግናችኋለሁ!,Positive ,Service
እግዚአብሄር ሁላችሁንም ቴሌ ሰራተኞች ይባርካችሁ especially FRIYE MY..............,Positive ,Service
ወደነዋል,Positive ,Service
ከበፊቱ ትልቅ ለውጥን አምጥቷቸዋል ከዚህም በላይ እንድታመጡ እንጠብቃቸዋለን እናመሰግናለን,Positive ,Service
ደስ የሚል ዜና ነው በርቱ ለ2 ሚሊየነው ሰፊ ስራ መስራት እና ተደራሽ።መሆን ያስፈልጋል አሪፍ ነው በርቱልን,Positive ,Service
አሁን ላይ ቆንጆ መስሪያ ቤት ሁኗል በዚሁ ቀጥሉበት። ባይሆን ሰራተኞቻችሁንም ኑሮ ስለጨመረ ፈቀድ አድርጓቸው። በተጨማሪ ስለ ሞባይል መኒ ዙሪያ ሰፋ ያለ ግንዛቤ እንፈልጋለን። አመሰግናለሁ!,Positive ,Service
በውስጥ መስመር ፅፌያለሁ ለቀልጣፋ አገልግሎታችሁ እናመሰግናለን,Positive ,Service
ስለ መልካም ምላሻችሁ ከልብ አመሰግናለሁ 🙏🙏🙏🙏,Positive ,Service
መልካም ባአል ይሁን ላደረጋችሁት ትብብር ከልብ እናመሰግናለን,Positive ,Service
አይዛቸው የኢትዮጵያ እድገት መሰላሎች፣ ከጎናቸው ነኝ,Positive ,Service
እሺ አመሰግናለሁ 🙏,Positive ,Service
ከሁሉም በላይ የተመቸኝ ድሪጅቱ ለእያንዳንዱ ሰው ኮመንት replay ለማድረግ መሞከሩ ነው። ይህ ወደ ደንበኛው ለመቅረብ የድሪጅቱን ፍላጎት ያሳያል። ስለዚህ ትክክለኛ ጥያቄና አስተያየት ካስቀመጥን የምሰማንና የምቀበለን telecom እየፈጠሪን ስለሆነ ገርሞኛል ደስ ብሎኛል ቀጥሉበት። መልስ የምፈልግ ኮመንት ስታገኙ በአጭር ግዜ መልስ እንድትሰጡ ሀሳቤን አስቀምጣለው,Positive ,Service
Ethiotelecom ኩራት ይሰማኛል ሁሌም በእድገት ላይ!🙏,Positive ,Service
እኛ ሁሌ ነቀፋ ስለምኖድ ነው እንጂ ኢትዮ ቴሌኮም ያዘመናቸው ብዙ አይነት አገልግሎቶች እንዳሉ መዘንጋትም የለብንም ወይስ አብዛኞቻችን ለቴክኖሎጂው ባዳ ሆነን ስለማንጠቀማቸው አላወቅንም? ብቻ ግን ክፍተቶች ካሉ ይታረሙ እንጂ በጣም ኣሪፍ እየፈጠናቹህ እና እያዘመናቹህን ስለሆነ ከልብ እናመሰግናለን!!,Positive ,Service
ዋው!! ባለፉት ዓመታት በፍጥነት በማደግ ላይ ያለው ኢኮኖሚ እንደነበረው ሁሉ አገሪቱም በትክክለኛው መንገድ ላይ ትገኛለች,Positive ,Service
ዋው ታላቅ ስኬት 👆👆👆👆👆,Positive ,Service
መልካም አገልግሎት,Positive ,Service
የእርስዎን የአገልግሎት ጥራት በማሳደግ የእርስዎን ደንበኞች ማርካት😃😃,Positive ,Quality
ሁሉም ድርጅት እንደቴሌ ብሆን አገሪት ታድግ ነበር ህዝባችን ምስጋና ሰለማያውቅ ያልተገባ ቃል ቢናገሩአችሁ እንዳይ ደብራችሁ?በእኔ በኩል በጣም አመሰግናችሁ አለው!!!,Positive ,Service
እንኮራለን ኢትዮ ቴሌኮም ስራ አስኪያጅ እና የሰራተኞቹ... ቀጥሉበት።,Positive ,Service
ውድ የቴሌ ቤተሰቦች ስራችሁ በጣም እማወደድ ሀገራችን በቴክኖሎጂው ዘርፍ ከፍ ለማድረግ እያደረጋችሂት ያለውን ጥረት እናደንቃለን በቱ።,Positive ,Service
ethio ቴሌኮም በማንኛውም ጊዜ ወደፊት በመገስገስ ታላቅ ስራ እየሰራ ነው,Positive ,Service
ለውጡን በተግባር ያሳየን ብቸኛ ተቋም ኢትዮቴሌ ብቻ ነው 👏🏻👏🏻ብልፅግናን በተግባር እያሳያችሁን ስለሆነ ክብር ይገባቹሀል 🙏🙏 ፍሬሂወት የዘመናችን ጀግና ናት ሰርታ የምታሰራ ብርቱ ሴት ናት ሁላችሁም ጀግኖቻችን ናችሁ በርቱ 👍👍,Positive ,Service
በእውነት በሀገራችን ከሚገኙት ብዙ ዘርፎች ዉሰጥ ኢትዮ ቴሌኮም በጣም ከፈተኛ ስኬት ነው ያስመዘገበው ይሄም መሆን የቻለበት ምከንያት ሴቶች መንያከል ለስራቸው ተኩረት ስተው እንደሚሰሩ ያሳየናል። Great Achievement Ethio telecom.,Positive ,Service
አመሰግናለሁ🙏🇪🇹,Positive ,Service
አመሰግናለሁ ታላቅ ስራ ቀጥልበት🙏,Positive ,Service
wow ጥሩ ስራ,Positive ,Service
የናንተ ሥራ በጣም አምርቅ ያለውና በህዝብ ተቀባይነት ያለው መልካም ሥራ ነው!!ሁል ጊዜ አመሰግናቸውዋለሁ!!!!,Positive ,Service
ከልብ እናመሰግናለን 🙏 በላቀ ፍጥነት የዳታ አገልግሎት እየተጠቀምን ነው ፍጥነቱም ይለያል 👍,Positive ,Quality
ውድ የቴሌ ቤተሰቦች ስራችሁ በጣም እማወደድ ሀገራችን በቴክኖሎጂው ዘርፍ ከፍ ለማድረግ እያደረጋችሂት ያለውን ጥረት እናደንቃለን በቱ።,Positive ,Service
ከጊዜው ጋር የዘመነ ቴከኖሎጅ።ሁልጊዜ ወደፊት በርቱ,Positive ,Service
ዋው!! ባለፉት ዓመታት በፍጥነት በማደግ ላይ ያለው ኢኮኖሚ እንደነበረው ሁሉ አገሪቱም በትክክለኛው መንገድ ላይ ትገኛለች,Positive ,Service
 አመሰግናለሁ 🙏,Positive ,Service
ቀላል መንገድ ዋው,Positive ,Service
ጥሩ ነው. ቀጥሉበት!,Positive ,Service
ታላቅ ስራ ethiotelecom. ለሠራተኞች እና ለአስተዳደር የጋራ ስራ ምስጋና ይድረሱ. በቅርቡ ከኢትዮቴሌኮም ስለ 5G እንሰማለን ብዬ ተስፋ አደርጋለሁ።,Positive ,Service
ታላቅ ሥራ ሁሉም. በክልላችን የከፊል/አረንጓዴ ቅርሳችንን ለመውሰድ እየተዘጋጅን ነው። የዚህ አካል በመሆኔ ኩራት ይሰማኛል!,Positive ,Service
መልካም ስራ ethio telecom,Positive ,Service
ጥሩ ስራ. የቴሌቢር አገልግሎቶችን ለማፋጠን ሞክሩ!,Positive ,Service
ስለ አስተያየትዎ አመሰግናለሁ። በአካባቢያችንም የቴክኖሎጂ ስርጭት ያስፈልገናል። እናመሰግናለን እንደገና Ethio telecom.,Positive ,Service
አጠቃቀም መመሪያ ካለም አሳውቁን እናመሰግናለን ኢትዮ ቴለኮም ኩራታችን,Positive ,Service
እናመሰግናለን እትዬ ቴሌኮም የብዙ ግዜ ጥያቅያችን ነበር,Positive ,Service
ዋው እናመሰግናለን ይህ ነው ቴሌኮም ግሩም ኩባንያ,Positive ,Service
#Telebirr በእያንዳንዱ Recharge ሙከራዎች አማካኝነት የቦነስ ሽልማቶችን ጨምሮ ቀላል አግባብነት እና ምቹ አቅጣጫዎችን ይዞ  የከረበ ምርጥ ሶፍትዌር አገልግሎት ነው💙🙏💙🙏💙🙏,Positive ,Service
ግሩምና ደማቅ ውጤት ከማይነጥፍ ፈገግታ ጋር። አሪፍ ነው,Positive ,Service
ታላቅ ስራ . የ 3 ዓመት አይደለም። የ 10 ዓመት ስራ ነው,Positive ,Service
ታላቅ ስራ ethiotelecom. ለሠራተኞች እና ለአስተዳደር የጋራ ስራ ምስጋና ይድረሱ. በቅርቡ ከኢትዮቴሌኮም ስለ 5G እንሰማለን ብዬ ተስፋ አደርጋለሁ።,Positive ,Service
ብራቮ ኢትዮ ቴሌኮም ቀጥሉበት,Positive ,Service
ታላቅ ethio telecom💕,Positive ,Service
ለሰጣችሁት ምላሽ እናመሰግናለን። የሌሎችን አስተያየት እያነበብኩ ነው እናንተም በትህትና ምላሽ ሰጥታችኋል።,Positive ,Service
እንደገና አመሰግናለሁ!!!,Positive ,Service
Ethiotelecom ለዚህ ዲጂታል አለም አስገራሚ ስራ እያከናዎነ ነው። ኢትዮጵያ ውስጥ ምርጥ ኦፕሬተር ይሆናል ብዬ ተስፋ አደርጋለሁ።,Positive ,Service
ለለውጥ እራሱን ማዘጋጀቱ እና ከሌሎች telecom company ጋር አብሮ መስራቱ የሚደገፍ እና መዘመን ነው።እናመሰግናለን።,Positive ,Service
ethio telecom የዓለም ክፍል የቴሌኮም ኩባንያ &መሪ የቴሌኮም ንግድ በቅርቡ ይሆናል,Positive ,Service
ታላቅ ምስጋና  Ethio telecom,Positive ,Service
ዋው! ይገርማል,Positive ,Service
ታላቅ ሥራ!! Et,Positive ,Service
አሪፍ  Ethio tele ትልቅ ላይክ ከሞያሌ,Positive ,Service
አመሰግናለሁ🙏,Positive ,Service
በጣም ጥሩ,Positive ,Service
በጣም እናመሰግናለን 🙏 እኛ ከፍተኛ ጥራት ያለው የሞባይል ዳታ አገልግሎት በመጠቀም ላይ ነን,Positive ,Quality
በጣም እናመሰግናለን ፍጥነቱ ጥሩ ነው,Positive ,Quality
ጥሩ ነው..ቀጥሉበት,Positive ,Service
አንቺ ሁሌም ሥራ ላይ ነሽ የኔ ጀግና በርቺ!,Positive ,Service
ዋው እናመሰግናለን ይህ የቴሌኮም ግሩም ኩባንያ ነው.,Positive ,Service
እንኳን ደስ አላችሁ!!!,Positive ,Service
እናመሰግናለን ሀዋሳ 4G ሰርቶልናል ቴሌያችን,Positive ,Accessability 
በጣም አመሰግናለሁ!!!!!,Positive ,Service
እናመሰግናለን ethiotelecom,Positive ,Service
መልካም ስራ,Positive ,Service
ከጊዜው ጋር የዘመነ ቴከኖሎጅ።ሁልጊዜ ወደፊት በርቱ,Positive ,Service
ጥሩ ነው በዚው ቀጥሉ,Positive ,Service
ቀላል መንገድ ዋው,Positive ,Service
መልካም አገልግሎት,Positive ,Service
በጣም አመሰግናለሁ.  የኢንተርኔት አገልግሎትን ከፍተኛ ጥራት ጋር በመጠቀም ላይ ነው keep it on…,Positive ,Quality
ጥሩ,Positive ,Service
የኛንም ተቋም እዳንቺ አይነት አቋም ያለው ሰው ያሥፈልገዋ,Positive ,Service
ጀግና እንስት ጠንካራ እየአመራር ብቃት,Positive ,Service
እኔም ተመችቶታል እኛ አካባቢ ባይደርስም ደግሞ እኔ ምፈልገው ቴሌ ብር የሚለው ቲሸርት ነው,Positive ,Service
አመሠግናለሁ 🙏🙏🙏,Positive ,Service
እናመሰግናለን ጅምራችሁ ጥሩ ነው ለበለጠ ትጋት ስንቅ ይሆናቸዋልና !!,Positive ,Service
እናመሰግናለን እንጠቀማለን !!,Positive ,Service
በጣም አመሰግናለሁ! አዳዲስ ደንበኞችን ለመሳብ እና አሁን ያሉ ደንበኞችን ለማስተናገድ ታላቅ እድል ይመስለኛል።,Positive ,Service
እናመሰግናለን ethio telecom.,Positive ,Service
ለማንኛውም አገራዊ ለውጡን ያየነው ኢትዮ-ቴሌኮም ላይ ነው ቢባል ማጋነን አይደለም። እናመሰግናለን🙏,Positive ,Service
በእውነቱ ህዝብን ለማገልገል እና ተጠቃሚ ለማድረግ እያደረጋችሁ ያላችሁት ጥረት በጣም የሚደነቅ ነው ምን አልባት ማድረግ የምንችለው ምስጋና ማቅረብ ነው ከልብ እናመሰግናለን በተለይ ፍሌክሲ ደሞ ሁሉም እንደ አቅሙ ሁሉንም አገልግሎት እንዲያገኝ የሚያደርግ ስለሆነ እናመሰግናለን ቀጥሉበት ።,Positive ,Service
አሁን በጣም ግልፅ ነው! በጣም ቆንጆ አማራጭ ነው::ነገር ግን ዋጋው ትንሽ ከነበረው ጥቅል የጨመረ ነው! 🙏,Positive ,Service
በዚሁ አማራጭ ስሞክረው ትክክል ነው ላደረሱኝ መረጃ ከልብ አመሰግናለሁ ።,Positive ,Service
